Question,Answers,Comment,Instructions,Render as
__烏__合,う,烏→ JPDB Kanji Freq: 1932,漢字の読みを入力してください,Text
逆__鱗__に触れる,りん,鱗→ JPDB Kanji Freq: 1961,漢字の読みを入力してください,Text
執__拗__,よう,拗→ JPDB Kanji Freq: 1969,漢字の読みを入力してください,Text
輪__廻__転生,ね,廻→ JPDB Kanji Freq: 1973,漢字の読みを入力してください,Text
快__哉__を叫ぶ,さい,哉→ JPDB Kanji Freq: 1987,漢字の読みを入力してください,Text
__碧__眼，紺__碧__,へき,碧→ JPDB Kanji Freq: 2027,漢字の読みを入力してください,Text
__些__細,さ,些→ JPDB Kanji Freq: 2040,漢字の読みを入力してください,Text
深__淵__,えん,淵→ JPDB Kanji Freq: 2058,漢字の読みを入力してください,Text
__稀__少，__稀__有,き,稀→ JPDB Kanji Freq: 2061,漢字の読みを入力してください,Text
咆__哮__,こう,哮→ JPDB Kanji Freq: 2081,漢字の読みを入力してください,Text
__嘉__納,か,嘉→ JPDB Kanji Freq: 2091,漢字の読みを入力してください,Text
激__昂__，__昂__揚,こう,昂→ JPDB Kanji Freq: 2096,漢字の読みを入力してください,Text
__凌__駕，__凌__辱,りょう,凌→ JPDB Kanji Freq: 2103,漢字の読みを入力してください,Text
延頸挙__踵__,しょう,踵→ JPDB Kanji Freq: 2106,漢字の読みを入力してください,Text
__瞑__想，__瞑__目,めい,瞑→ JPDB Kanji Freq: 2113,漢字の読みを入力してください,Text
__穢__土,え,穢→ JPDB Kanji Freq: 2117,漢字の読みを入力してください,Text
同__棲__，__棲__息,せい,棲→ JPDB Kanji Freq: 2146,漢字の読みを入力してください,Text
__蠢__動,しゅん,蠢→ JPDB Kanji Freq: 2149,漢字の読みを入力してください,Text
__穿__鑿，__穿__孔，__穿__刺,せん,穿→ JPDB Kanji Freq: 2154,漢字の読みを入力してください,Text
対__峙__,じ,峙→ JPDB Kanji Freq: 2151,漢字の読みを入力してください,Text
剔__抉__,けつ,抉→ JPDB Kanji Freq: 2178,漢字の読みを入力してください,Text
__猪__突猛進，お__猪__口,ちょ,猪→ JPDB Kanji Freq: 2185,漢字の読みを入力してください,Text
折__檻__,かん,檻→ JPDB Kanji Freq: 2190,漢字の読みを入力してください,Text
__彷__徨,ほう,彷→ JPDB Kanji Freq: 2220,漢字の読みを入力してください,Text
放__蕩__，淫__蕩__,とう,蕩→ JPDB Kanji Freq: 2223,漢字の読みを入力してください,Text
帝__國__,こく,國→ JPDB Kanji Freq: 2234,漢字の読みを入力してください,Text
栗__鼠__,す,鼠→ JPDB Kanji Freq: 2249,漢字の読みを入力してください,Text
投__函__，潜__函__,かん,函→ JPDB Kanji Freq: 2253,漢字の読みを入力してください,Text
__灼__熱，赫__灼__,しゃく,灼→ JPDB Kanji Freq: 2260,漢字の読みを入力してください,Text
蹂__躙__,りん,躙→ JPDB Kanji Freq: 2280,漢字の読みを入力してください,Text
__嗜__虐，__嗜__好品，__嗜__眠,し,嗜→ JPDB Kanji Freq: 2292,漢字の読みを入力してください,Text
痛__痒__,よう,痒→ JPDB Kanji Freq: 2343,漢字の読みを入力してください,Text
彷__徨__,こう,徨→ JPDB Kanji Freq: 2349,漢字の読みを入力してください,Text
狼__狽__,ばい,狽→ JPDB Kanji Freq: 2351,漢字の読みを入力してください,Text
絢__爛__，__爛__漫,らん,爛→ JPDB Kanji Freq: 2362,漢字の読みを入力してください,Text
界__隈__,わい,隈→ JPDB Kanji Freq: 2368,漢字の読みを入力してください,Text
侵__蝕__，腐__蝕__,しょく,蝕→ JPDB Kanji Freq: 2386,漢字の読みを入力してください,Text
拝__跪__，__跪__拝,き,跪→ JPDB Kanji Freq: 2389,漢字の読みを入力してください,Text
__挽__回,ばん,挽→ JPDB Kanji Freq: 2430,漢字の読みを入力してください,Text
天__秤__に掛ける，天__秤__,びん,秤→ JPDB Kanji Freq: 2434,漢字の読みを入力してください,Text
__疼__痛,とう,疼→ JPDB Kanji Freq: 2438,漢字の読みを入力してください,Text
__蔓__延,まん,蔓→ JPDB Kanji Freq: 2477,漢字の読みを入力してください,Text
__謳__歌,おう,謳→ JPDB Kanji Freq: 2489,漢字の読みを入力してください,Text
海__苔__,り,苔→ JPDB Kanji Freq: 2497,漢字の読みを入力してください,Text
__姑__息,こ,姑→ JPDB Kanji Freq: 2501,漢字の読みを入力してください,Text
強__姦__，視__姦__,かん,姦→ JPDB Kanji Freq: 2504,漢字の読みを入力してください,Text
__燕__尾服,えん,燕→ JPDB Kanji Freq: 2510,漢字の読みを入力してください,Text
淫__靡__，一世を風__靡__する,び,靡→ JPDB Kanji Freq: 2539,漢字の読みを入力してください,Text
毀誉褒__貶__，褒__貶__，__貶__する,へん,貶→ JPDB Kanji Freq: 2550,漢字の読みを入力してください,Text
不__逞__，不__逞__の輩,てい,逞→ JPDB Kanji Freq: 2553,漢字の読みを入力してください,Text
獅子__吼__,く,吼→ JPDB Kanji Freq: 2577,漢字の読みを入力してください,Text
__捏__造,ねつ,捏→ JPDB Kanji Freq: 2591,漢字の読みを入力してください,Text
__厩__舎，__厩__務員,きゅう,厩→ JPDB Kanji Freq: 2596,漢字の読みを入力してください,Text
__狡__猾,こう,狡→ JPDB Kanji Freq: 2598,漢字の読みを入力してください,Text
__弛__緩,し,弛→ JPDB Kanji Freq: 2599,漢字の読みを入力してください,Text
__肋__骨,ろく,肋→ JPDB Kanji Freq: 2603,漢字の読みを入力してください,Text
__耽__読，__耽__美，__耽__溺,たん,耽→ JPDB Kanji Freq: 2605,漢字の読みを入力してください,Text
軋__轢__，__轢__殺，__轢__死,れき,轢→ JPDB Kanji Freq: 2615,漢字の読みを入力してください,Text
"__祠__堂
〔文〕ほこら。",し,祠→ JPDB Kanji Freq: 2617,漢字の読みを入力してください,Text
__忽__然，粗__忽__,こつ,忽→ JPDB Kanji Freq: 2618,漢字の読みを入力してください,Text
祭__祀__，合__祀__,し,祀→ JPDB Kanji Freq: 2622,漢字の読みを入力してください,Text
__俄__然,が,俄→ JPDB Kanji Freq: 2641,漢字の読みを入力してください,Text
__掬__，乱__菊__ (BLEACH),きく,掬→ JPDB Kanji Freq: 2647,漢字の読みを入力してください,Text
__揶__揄,や,揶→ JPDB Kanji Freq: 2661,漢字の読みを入力してください,Text
揶__揄__,ゆ,揄→ JPDB Kanji Freq: 2665,漢字の読みを入力してください,Text
"塵__芥__
〔文〕ごみ。ちり。",かい,芥→ JPDB Kanji Freq: 2678,漢字の読みを入力してください,Text
忌__憚__,たん,憚→ JPDB Kanji Freq: 2690,漢字の読みを入力してください,Text
__嘔__吐，__嘔__吐物，__嘔__気,おう,嘔→ JPDB Kanji Freq: 2701,漢字の読みを入力してください,Text
__屠__殺，お__屠__蘇,と,屠→ JPDB Kanji Freq: 2709,漢字の読みを入力してください,Text
__瞠__目，__瞠__若，__瞠__視,どう,瞠→ JPDB Kanji Freq: 2712,漢字の読みを入力してください,Text
人口に膾__炙__する，膾__炙__,しゃ,炙→ JPDB Kanji Freq: 2715,漢字の読みを入力してください,Text
磨穿鉄__硯__,けん,硯→ JPDB Kanji Freq: 2722,漢字の読みを入力してください,Text
__諫__言，__諫__止，__諫__死,かん,諫→ JPDB Kanji Freq: 2738,漢字の読みを入力してください,Text
化__膿__,のう,膿→ JPDB Kanji Freq: 2784,漢字の読みを入力してください,Text
伏__臥__，仰__臥__,が,臥→ JPDB Kanji Freq: 2786,漢字の読みを入力してください,Text
"__贖__罪
①金品を出して罪を免れること。
②罪ほろぼしをすること。
③キリスト教の教義の一つ。キリストが十字架にかかり、人々の罪をあがなったこと。",しょく,贖→ JPDB Kanji Freq: 2791,漢字の読みを入力してください,Text
__燦__々，__燦__然と輝く，__燦__然,さん,燦→ JPDB Kanji Freq: 2802,漢字の読みを入力してください,Text
__倦__怠感，__倦__怠期，__倦__怠,けん,倦→ JPDB Kanji Freq: 2812,漢字の読みを入力してください,Text
視野狭__窄__，狭__窄__,さく,窄→ JPDB Kanji Freq: 2831,漢字の読みを入力してください,Text
馬__蹄__，__蹄__鉄,てい,蹄→ JPDB Kanji Freq: 2857,漢字の読みを入力してください,Text
__孵__卵，__孵__化，__孵__卵器,ふ,孵→ JPDB Kanji Freq: 2862,漢字の読みを入力してください,Text
__巷__間，__巷__説,こう,巷→ JPDB Kanji Freq: 2877,漢字の読みを入力してください,Text
精__悍__，剽__悍__,かん,悍→ JPDB Kanji Freq: 2878,漢字の読みを入力してください,Text
"酒__肴__，珍味佳__肴__
〔文〕酒と〈料理／**さかな**〉。「━料」",こう,肴→ JPDB Kanji Freq: 2890,漢字の読みを入力してください,Text
吃驚，__吃__音,"きつ,びっくり",吃→ JPDB Kanji Freq: 2928,漢字の読みを入力してください,Text
__脛__骨，叩__脛__,けい,脛→ JPDB Kanji Freq: 2934,漢字の読みを入力してください,Text
__刎__頚,ふん,刎→ JPDB Kanji Freq: 2959,漢字の読みを入力してください,Text
__磔__刑,たく,磔→ JPDB Kanji Freq: 2960,漢字の読みを入力してください,Text
憔__悴__，惨__悴__,すい,悴→ JPDB Kanji Freq: 2964,漢字の読みを入力してください,Text
__罹__患，__罹__災,り,罹→ JPDB Kanji Freq: 2972,漢字の読みを入力してください,Text
__誹__謗中傷，__誹__謗,ひ,誹→ JPDB Kanji Freq: 2975,漢字の読みを入力してください,Text
__淘__汰，自然__淘__汰，性__淘__汰,とう,淘→ JPDB Kanji Freq: 2978,漢字の読みを入力してください,Text
誹__謗__中傷，怨__謗__，誹__謗__,ぼう,謗→ JPDB Kanji Freq: 2988,漢字の読みを入力してください,Text
__僻__地,へき,僻→ JPDB Kanji Freq: 3017,漢字の読みを入力してください,Text
__驕__慢,きょう,驕→ JPDB Kanji Freq: 3023,漢字の読みを入力してください,Text
"__曙__光
〔文〕①夜明けの光。",しょ,曙→ JPDB Kanji Freq: 3030,漢字の読みを入力してください,Text
__餞__別，予__餞__会,せん,餞→ JPDB Kanji Freq: 3038,漢字の読みを入力してください,Text
悲__啼__，__啼__哭,てい,啼→ JPDB Kanji Freq: 3044,漢字の読みを入力してください,Text
落__胤__，後__胤__,いん,胤→ JPDB Kanji Freq: 3049,漢字の読みを入力してください,Text
__夥__多,か,夥→ JPDB Kanji Freq: 3060,漢字の読みを入力してください,Text
__咬__傷，__咬__合,こう,咬→ JPDB Kanji Freq: 3108,漢字の読みを入力してください,Text
__啄__木,たく,啄→ JPDB Kanji Freq: 3187,漢字の読みを入力してください,Text
同__衾__,きん,衾→ JPDB Kanji Freq: 3192,漢字の読みを入力してください,Text
抜__錨__，投__錨__,びょう,錨→ JPDB Kanji Freq: 3201,漢字の読みを入力してください,Text
__瑕__疵，__瑕__瑾,か,瑕→ JPDB Kanji Freq: 3216,漢字の読みを入力してください,Text
古__諺__，__諺__解,げん,諺→ JPDB Kanji Freq: 3254,漢字の読みを入力してください,Text
__蟷__螂の斧，__蟷__螂,トウ,蟷→ JPDB Kanji Freq: 3270,漢字の読みを入力してください,Text
__濾__過，__濾__紙,ろ,濾→ JPDB Kanji Freq: 3328,漢字の読みを入力してください,Text
偏__頗__,は,頗→ JPDB Kanji Freq: 3397,漢字の読みを入力してください,Text
__舳__艫千里，__舳__艫,じく,舳→ JPDB Kanji Freq: 3400,漢字の読みを入力してください,Text
__黴__菌,ばい,黴→ JPDB Kanji Freq: 3437,漢字の読みを入力してください,Text
__浚__渫，__浚__渫機,しゅん,浚→ JPDB Kanji Freq: 3446,漢字の読みを入力してください,Text
__吝__嗇，__吝__嗇家,りん,吝→ JPDB Kanji Freq: 3452,漢字の読みを入力してください,Text
石__筍__,じゅん,筍→ JPDB Kanji Freq: 3457,漢字の読みを入力してください,Text
__矩__形，__矩__，__矩__形波,く,矩→ JPDB Kanji Freq: 3519,漢字の読みを入力してください,Text
__幟__，旗__幟__，旗__幟__鮮明,し,幟→ JPDB Kanji Freq: 3539,漢字の読みを入力してください,Text
直__截__，__截__然，直__截__簡明,さい,截→ JPDB Kanji Freq: 3545,漢字の読みを入力してください,Text
__耄__碌，老__耄__,もう,耄→ JPDB Kanji Freq: 3562,漢字の読みを入力してください,Text
__嬰__児，__嬰__記号,えい,嬰→ JPDB Kanji Freq: 3576,漢字の読みを入力してください,Text
泥__濘__,ねい,濘→ JPDB Kanji Freq: 3577,漢字の読みを入力してください,Text
__荏__苒,じん,荏→ JPDB Kanji Freq: 3588,漢字の読みを入力してください,Text
産__褥__，__褥__瘡,じょく,褥→ JPDB Kanji Freq: 3599,漢字の読みを入力してください,Text
__糟__糠の妻,そう,糟→ JPDB Kanji Freq: 3616,漢字の読みを入力してください,Text
穿__鑿__,さく,鑿→ JPDB Kanji Freq: 3642,漢字の読みを入力してください,Text
華__鬘__,まん,鬘→ JPDB Kanji Freq: 3644,漢字の読みを入力してください,Text
登__攀__,はん,攀→ JPDB Kanji Freq: 3645,漢字の読みを入力してください,Text
__譫__妄,せん,譫→ JPDB Kanji Freq: 3662,漢字の読みを入力してください,Text
__鼈__甲,べつ,鼈→ JPDB Kanji Freq: 3699,漢字の読みを入力してください,Text
__拱__手，__拱__手傍観,きょう,拱→ JPDB Kanji Freq: 3905,漢字の読みを入力してください,Text
__縹__緲,ひょう,縹→ JPDB Kanji Freq: 3907,漢字の読みを入力してください,Text
老__媼__（↔老翁）,おう,媼→ JPDB Kanji Freq: 3912,漢字の読みを入力してください,Text
使__嗾__,そう,嗾→ JPDB Kanji Freq: 3934,漢字の読みを入力してください,Text
__晨__朝,じん,晨→ JPDB Kanji Freq: 3936,漢字の読みを入力してください,Text
__蹌踉__,そうろう,"蹌→ JPDB Kanji Freq: 3945
踉→ JPDB Kanji Freq: 3965",漢字の読みを入力してください,Text
__甑__塵釜魚,そう,甑→ JPDB Kanji Freq: 3959,漢字の読みを入力してください,Text
糧__秣__,まつ,秣→ JPDB Kanji Freq: 3962,漢字の読みを入力してください,Text
